id,type,urgency,status,assigned_machine,arrival_time,execution_time,energy_usage,start_time,completion_time,missed_time,deadline,extended_deadline
0,TT2,BESTEFFORT,COMPLETED,gpu-1,0.701,"{'cpu-1': 2.421, 'cpu-2': 8.507, 'gpu-1': 0.912}",86.64,0.701,1.613,inf,3.7010000000000005,5.2010000000000005
1,TT2,BESTEFFORT,COMPLETED,gpu-1,2.258,"{'cpu-1': 3.923, 'cpu-2': 1.939, 'gpu-1': 0.674}",64.03,2.258,2.932,inf,5.258,6.758
2,TT2,BESTEFFORT,COMPLETED,gpu-1,3.058,"{'cpu-1': 3.622, 'cpu-2': 4.028, 'gpu-1': 1.394}",132.42999999999998,3.058,4.452,inf,6.058,7.558
3,TT2,BESTEFFORT,COMPLETED,gpu-1,3.909,"{'cpu-1': 13.378, 'cpu-2': 4.239, 'gpu-1': 0.767}",72.865,4.452,5.219,inf,6.908999999999999,8.408999999999999
4,TT2,BESTEFFORT,COMPLETED,gpu-1,4.333,"{'cpu-1': 2.346, 'cpu-2': 5.572, 'gpu-1': 0.608}",57.76,5.219,5.827,inf,7.333,8.833
5,TT2,BESTEFFORT,XCOMPLETED,cpu-1,4.461,"{'cpu-1': 4.341, 'cpu-2': 4.098, 'gpu-1': 2.247}",195.345,4.461,8.802,inf,7.461,8.961
6,TT2,BESTEFFORT,XCOMPLETED,cpu-2,5.691,"{'cpu-1': 4.209, 'cpu-2': 3.297, 'gpu-1': 2.166}",148.365,5.691,8.988,inf,8.690999999999999,10.190999999999999
7,TT2,BESTEFFORT,COMPLETED,gpu-1,6.579,"{'cpu-1': 4.721, 'cpu-2': 6.133, 'gpu-1': 2.956}",280.82,6.579,9.535,inf,9.579,11.079
8,TT2,BESTEFFORT,XCOMPLETED,gpu-1,6.897,"{'cpu-1': 7.584, 'cpu-2': 10.557, 'gpu-1': 1.851}",175.845,9.535,11.386,inf,9.897,11.397
9,TT2,BESTEFFORT,MISSED,cpu-1,7.163,"{'cpu-1': 11.529, 'cpu-2': 8.906, 'gpu-1': 0.771}",128.74500000000003,8.802,inf,11.663,10.163,11.663
10,TT2,BESTEFFORT,MISSED,gpu-1,7.465,"{'cpu-1': 11.71, 'cpu-2': 2.296, 'gpu-1': 0.591}",55.00500000000006,11.386,inf,11.965,10.465,11.965
11,TT2,BESTEFFORT,MISSED,gpu-1,7.67,"{'cpu-1': 3.029, 'cpu-2': 9.123, 'gpu-1': 1.42}",19.47500000000001,11.965,inf,12.17,10.67,12.17
12,TT2,BESTEFFORT,MISSED,gpu-1,10.468,"{'cpu-1': 7.031, 'cpu-2': 7.372, 'gpu-1': 3.162}",265.81,12.17,inf,14.968,13.468,14.968
13,TT2,BESTEFFORT,MISSED,gpu-1,10.519,"{'cpu-1': 13.751, 'cpu-2': 4.612, 'gpu-1': 2.116}",4.845000000000015,14.968,inf,15.019,13.519,15.019
14,TT2,BESTEFFORT,MISSED,cpu-1,12.365,"{'cpu-1': 5.064, 'cpu-2': 2.794, 'gpu-1': 2.007}",202.50000000000009,12.365,inf,16.865000000000002,15.365000000000002,16.865000000000002
15,TT2,BESTEFFORT,MISSED,cpu-2,13.836,"{'cpu-1': 12.385, 'cpu-2': 8.387, 'gpu-1': 3.486}",202.49999999999991,13.836,inf,18.336,16.836,18.336
16,TT2,BESTEFFORT,COMPLETED,gpu-1,15.302,"{'cpu-1': 6.791, 'cpu-2': 2.762, 'gpu-1': 2.838}",269.61,15.302,18.14,inf,18.302,19.802
17,TT2,BESTEFFORT,MISSED,cpu-1,16.405,"{'cpu-1': 12.529, 'cpu-2': 6.228, 'gpu-1': 1.926}",181.79999999999995,16.865000000000002,inf,20.905,19.405,20.905
18,TT2,BESTEFFORT,COMPLETED,cpu-2,17.585,"{'cpu-1': 13.39, 'cpu-2': 1.641, 'gpu-1': 0.68}",73.845,18.336,19.976999999999997,inf,20.585,22.085
19,TT2,BESTEFFORT,COMPLETED,gpu-1,19.297,"{'cpu-1': 12.1, 'cpu-2': 11.641, 'gpu-1': 0.992}",94.24,19.297,20.289,inf,22.297,23.797
20,TT2,BESTEFFORT,COMPLETED,gpu-1,19.853,"{'cpu-1': 2.515, 'cpu-2': 12.035, 'gpu-1': 0.929}",88.25500000000001,20.289,21.218,inf,22.853,24.353
21,TT2,BESTEFFORT,COMPLETED,gpu-1,23.012,"{'cpu-1': 5.338, 'cpu-2': 4.32, 'gpu-1': 0.89}",84.55,23.012,23.902,inf,26.012,27.512
22,TT2,BESTEFFORT,MISSED,cpu-1,25.149,"{'cpu-1': 8.1, 'cpu-2': 1.81, 'gpu-1': 1.919}",202.5,25.149,inf,29.649,28.149,29.649
23,TT2,BESTEFFORT,COMPLETED,cpu-2,26.958,"{'cpu-1': 4.781, 'cpu-2': 1.967, 'gpu-1': 2.525}",88.515,26.958,28.924999999999997,inf,29.958,31.458
24,TT2,BESTEFFORT,COMPLETED,gpu-1,27.146,"{'cpu-1': 7.084, 'cpu-2': 3.855, 'gpu-1': 2.392}",227.23999999999998,27.146,29.538,inf,30.146,31.646
25,TT2,BESTEFFORT,XCOMPLETED,gpu-1,27.153,"{'cpu-1': 7.758, 'cpu-2': 2.802, 'gpu-1': 1.201}",114.09500000000001,29.538,30.739,inf,30.153,31.653
26,TT2,BESTEFFORT,MISSED,gpu-1,29.191,"{'cpu-1': 3.92, 'cpu-2': 5.698, 'gpu-1': 3.012}",280.44000000000017,30.739,inf,33.691,32.191,33.691
27,TT2,BESTEFFORT,XCOMPLETED,cpu-1,30.407,"{'cpu-1': 4.339, 'cpu-2': 13.9, 'gpu-1': 2.173}",195.25500000000002,30.407,34.746,inf,33.407,34.907
28,TT2,BESTEFFORT,MISSED,gpu-1,30.587,"{'cpu-1': 4.16, 'cpu-2': 7.266, 'gpu-1': 1.438}",132.62000000000006,33.691,inf,35.087,33.587,35.087
29,TT2,BESTEFFORT,MISSED,cpu-2,30.672,"{'cpu-1': 8.71, 'cpu-2': 7.377, 'gpu-1': 2.199}",202.49999999999983,30.672,inf,35.172,33.672,35.172
30,TT2,BESTEFFORT,MISSED,gpu-1,31.538,"{'cpu-1': 6.317, 'cpu-2': 1.807, 'gpu-1': 1.535}",90.34499999999937,35.087,inf,36.038,34.538,36.038
31,TT2,BESTEFFORT,MISSED,gpu-1,31.976,"{'cpu-1': 2.421, 'cpu-2': 4.99, 'gpu-1': 0.614}",41.61000000000023,36.038,inf,36.476,34.976,36.476
32,TT2,BESTEFFORT,COMPLETED,gpu-1,36.356,"{'cpu-1': 5.18, 'cpu-2': 2.421, 'gpu-1': 0.656}",62.32,36.476,37.132,inf,39.356,40.856
33,TT2,BESTEFFORT,COMPLETED,cpu-1,36.469,"{'cpu-1': 1.76, 'cpu-2': 9.144, 'gpu-1': 0.973}",79.2,36.469,38.229,inf,39.469,40.969
